"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","4","should login with valid credentials","","Mon Nov 17 16:33:46 UTC 2025","passed","Mon Nov 17 16:33:47 UTC 2025","","Login application","",""
